date,daily_sales,avg_temp,is_holiday,is_weekend,is_summer,is_monsoon,lag_1,lag_2,lag_7,lag_14,lag_30,roll_mean_7,roll_mean_14,roll_mean_30,roll_std_7,roll_std_14,day_of_week,day_name,month,quarter,day_of_year,week_of_year,year
2021-01-21,6758,21.42474747474748,0,0,0,0,6478.0,6598.0,6652.0,6182.0,,7153.142857142857,7099.357142857143,,1021.3863827451115,1098.8646313454528,3,Thursday,1,1,21,3,2021
2021-01-22,6543,21.345876288659795,0,0,0,0,6758.0,6478.0,6696.0,6626.0,,7168.285714285715,7140.5,,1013.4733534214103,1072.3384762715118,4,Friday,1,1,22,3,2021
2021-01-23,8368,21.184375,0,1,0,0,6543.0,6758.0,8670.0,7822.0,,7146.428571428572,7134.571428571428,,1026.91720814336,1075.6261657061193,5,Saturday,1,1,23,3,2021
2021-01-24,8525,21.057291666666668,0,1,0,0,8368.0,6543.0,8609.0,9590.0,,7103.285714285715,7173.571428571428,,956.1460338751809,1111.7597080087262,6,Sunday,1,1,24,3,2021
2021-01-25,6410,21.1828125,0,0,0,0,8525.0,8368.0,6369.0,6268.0,,7091.285714285715,7097.5,,934.3785304121873,959.7412111125019,0,Monday,1,1,25,4,2021
2021-01-26,10252,21.092346938775517,1,0,0,0,6410.0,8525.0,6598.0,6403.0,,7097.142857142857,7107.642857142857,,929.2104943752753,951.0110900544709,1,Tuesday,1,1,26,4,2021
2021-01-27,6522,20.69393939393939,0,0,0,0,10252.0,6410.0,6478.0,6428.0,,7619.142857142857,7382.571428571428,,1470.667924059386,1243.1271804659357,2,Wednesday,1,1,27,4,2021
2021-01-28,6442,21.135416666666668,0,0,0,0,6522.0,10252.0,6758.0,6652.0,,7625.428571428572,7389.285714285715,,1465.0610746248612,1237.8173363795477,3,Thursday,1,1,28,4,2021
2021-01-29,6589,21.69336734693877,0,0,0,0,6442.0,6522.0,6543.0,6696.0,,7580.285714285715,7374.285714285715,,1500.6792589008617,1248.6639893268957,4,Friday,1,1,29,4,2021
2021-01-30,8234,20.97422680412371,0,1,0,0,6589.0,6442.0,8368.0,8670.0,,7586.857142857143,7366.642857142857,,1495.4716567660107,1253.4532980249685,5,Saturday,1,1,30,4,2021
2021-01-31,8524,21.613541666666663,0,1,0,0,8234.0,6589.0,8525.0,8609.0,6676.0,7567.714285714285,7335.5,7208.0,1484.624387321107,1223.6413973181725,6,Sunday,1,1,31,4,2021
2021-02-01,6637,22.948421052631577,0,0,0,0,8524.0,8234.0,6410.0,6369.0,8096.0,7567.571428571428,7329.428571428572,7269.6,1484.5169648904723,1217.0295309156961,0,Monday,2,1,32,5,2021
2021-02-02,6644,22.83298969072165,0,0,0,0,6637.0,8524.0,10252.0,6598.0,8393.0,7600.0,7348.571428571428,7220.966666666666,1457.2447746804016,1202.7850830651153,1,Tuesday,2,1,33,5,2021
2021-02-03,6324,23.17032967032967,0,0,0,0,6644.0,6637.0,6522.0,6478.0,6375.0,7084.571428571428,7351.857142857143,7162.666666666667,890.9301987516305,1200.637898218011,2,Wednesday,2,1,34,5,2021
2021-02-04,7238,24.2435,1,0,0,0,6324.0,6644.0,6442.0,6758.0,6254.0,7056.285714285715,7340.857142857143,7160.966666666666,914.5965803357815,1209.929359485526,3,Thursday,2,1,35,5,2021
2021-02-05,5931,23.16516853932584,0,0,0,0,7238.0,6324.0,6589.0,6543.0,6412.0,7170.0,7375.142857142857,7193.766666666666,874.0783717722347,1198.8930058851956,4,Friday,2,1,36,5,2021
2021-02-06,8880,23.825,0,1,0,0,5931.0,7238.0,8234.0,8368.0,6182.0,7076.0,7331.428571428572,7177.733333333334,976.3696362887713,1241.9529109298119,5,Saturday,2,1,37,5,2021
2021-02-07,8000,23.176020408163264,0,1,0,0,8880.0,5931.0,8524.0,8525.0,6626.0,7168.285714285715,7368.0,7267.666666666667,1123.5080053543184,1281.7259997602991,6,Sunday,2,1,38,5,2021
2021-02-08,6176,23.145744680851063,0,0,0,0,8000.0,8880.0,6637.0,6410.0,7822.0,7093.428571428572,7330.5,7313.466666666666,1031.8416960533657,1252.620867805394,0,Monday,2,1,39,6,2021
2021-02-09,6569,23.063106796116504,0,0,0,0,6176.0,8000.0,6644.0,10252.0,9590.0,7027.571428571428,7313.785714285715,7258.6,1079.4421178156272,1267.3232347426924,1,Tuesday,2,1,40,6,2021
2021-02-10,7124,22.797938144329898,1,0,0,0,6569.0,6176.0,6324.0,6522.0,6268.0,7016.857142857143,7050.714285714285,7157.9,1084.2454255643154,954.024546416304,2,Wednesday,2,1,41,6,2021
2021-02-11,6696,22.66122448979592,0,0,0,0,7124.0,6569.0,7238.0,6442.0,6403.0,7131.142857142857,7093.714285714285,7186.433333333333,1040.3147646379966,941.8501782352423,3,Thursday,2,1,42,6,2021
2021-02-12,7612,22.266964285714288,0,0,0,0,6696.0,7124.0,5931.0,6589.0,6428.0,7053.714285714285,7111.857142857143,7196.2,1051.149642738165,930.7110480407194,4,Friday,2,1,43,6,2021
2021-02-13,8426,23.00618556701031,0,1,0,0,7612.0,6696.0,8880.0,8234.0,6652.0,7293.857142857143,7184.928571428572,7235.666666666667,937.8174002387015,926.6528239011392,5,Saturday,2,1,44,6,2021
2021-02-14,8600,23.165816326530614,0,1,0,0,8426.0,7612.0,8000.0,8524.0,6696.0,7229.0,7198.642857142857,7294.8,817.8693864752086,944.619793856266,6,Sunday,2,1,45,6,2021
2021-02-15,6488,23.0640625,0,0,0,0,8600.0,8426.0,6176.0,6637.0,8670.0,7314.714285714285,7204.071428571428,7358.266666666666,935.1678484432115,953.0034679318378,0,Monday,2,1,46,7,2021
2021-02-16,6497,23.1,0,0,0,0,6488.0,8600.0,6569.0,6644.0,8609.0,7359.285714285715,7193.428571428572,7285.533333333334,877.5072106609185,960.6250140311864,1,Tuesday,2,1,47,7,2021
2021-02-17,6484,23.00618556701031,0,0,0,0,6497.0,6488.0,7124.0,6324.0,6369.0,7349.0,7182.928571428572,7215.133333333333,888.6654788689241,967.8685117535107,2,Wednesday,2,1,48,7,2021
2021-02-18,6524,22.83061224489796,0,0,0,0,6484.0,6497.0,6696.0,7238.0,6598.0,7257.571428571428,7194.357142857143,7218.966666666666,946.6998568963766,957.8388018501182,3,Thursday,2,1,49,7,2021
2021-02-19,6618,23.08877551020408,0,0,0,0,6524.0,6484.0,7612.0,5931.0,6478.0,7233.0,7143.357142857143,7216.5,965.7451354610425,974.2048913496944,4,Friday,2,1,50,7,2021
2021-02-20,8858,22.940625,0,1,0,0,6618.0,6524.0,8426.0,8880.0,6758.0,7091.0,7192.428571428572,7221.166666666667,973.7742722691607,924.4730485971005,5,Saturday,2,1,51,7,2021
2021-02-21,8741,23.13350515463917,0,1,0,0,8858.0,6618.0,8600.0,8000.0,6543.0,7152.714285714285,7190.857142857143,7291.166666666667,1080.3411057448036,921.3974217411335,6,Sunday,2,1,52,7,2021
2021-02-22,6747,23.36122448979592,0,0,0,0,8741.0,8858.0,6488.0,6176.0,8368.0,7172.857142857143,7243.785714285715,7364.433333333333,1112.6542482687407,990.1694632405432,0,Monday,2,1,53,8,2021
2021-02-23,6372,23.28214285714286,0,0,0,0,6747.0,8741.0,6497.0,6569.0,8525.0,7209.857142857143,7284.571428571428,7310.4,1090.1635089244533,953.8990201584967,1,Tuesday,2,1,54,8,2021
2021-02-24,6451,23.165463917525773,0,0,0,0,6372.0,6747.0,6484.0,7124.0,6410.0,7192.0,7270.5,7238.633333333333,1104.7130849229588,966.6347452731204,2,Wednesday,2,1,55,8,2021
2021-02-25,6568,22.8765625,0,0,0,0,6451.0,6372.0,6524.0,6696.0,10252.0,7187.285714285715,7222.428571428572,7240.0,1108.3025631246062,990.910281919199,3,Thursday,2,1,56,8,2021
2021-02-26,6246,22.852604166666666,0,0,0,0,6568.0,6451.0,6618.0,7612.0,6522.0,7193.571428571428,7213.285714285715,7117.2,1104.0303222198893,996.7146361592497,4,Friday,2,1,57,8,2021
2021-02-27,8630,22.88571428571429,0,1,0,0,6246.0,6568.0,8858.0,8426.0,6442.0,7140.428571428572,7115.714285714285,7108.0,1144.5623409762147,1021.2400778971105,5,Saturday,2,1,58,8,2021
2021-02-28,8673,23.288144329896905,0,1,0,0,8630.0,6246.0,8741.0,8600.0,6589.0,7107.857142857143,7130.285714285715,7180.933333333333,1089.455740048126,1042.6057170947613,6,Sunday,2,1,59,8,2021
2021-03-01,6466,25.930851063829788,0,0,0,0,8673.0,8630.0,6747.0,6488.0,8234.0,7098.142857142857,7135.5,7250.4,1072.6399564581197,1050.6728064216024,0,Monday,3,1,60,9,2021
2021-03-02,6637,26.53529411764706,0,0,0,0,6466.0,8673.0,6372.0,6497.0,8524.0,7058.0,7133.928571428572,7191.466666666666,1093.035681027843,1051.731646402235,1,Tuesday,3,1,61,9,2021
2021-03-03,6656,27.092424242424244,0,0,0,0,6637.0,6466.0,6451.0,6484.0,6637.0,7095.857142857143,7143.928571428572,7128.566666666667,1069.655307185673,1045.858974482456,2,Wednesday,3,1,62,9,2021
2021-03-04,6248,27.10388888888889,0,0,0,0,6656.0,6637.0,6568.0,6524.0,6644.0,7125.142857142857,7156.214285714285,7129.2,1051.7132734371141,1038.4947819261838,3,Thursday,3,1,63,9,2021
2021-03-05,6638,27.070526315789472,0,0,0,0,6248.0,6656.0,6246.0,6618.0,6324.0,7079.428571428572,7136.5,7116.0,1086.3507501635709,1053.9247345773067,4,Friday,3,1,64,9,2021
2021-03-06,8868,26.47990196078431,0,1,0,0,6638.0,6248.0,8630.0,8858.0,7238.0,7135.428571428572,7137.928571428572,7126.466666666666,1045.5661715298652,1053.1811491699957,5,Saturday,3,1,65,9,2021
2021-03-07,8652,26.229,0,1,0,0,8868.0,6638.0,8673.0,8741.0,5931.0,7169.428571428572,7138.642857142857,7180.8,1104.477230358758,1054.4401071471245,6,Sunday,3,1,66,9,2021
2021-03-08,6599,26.498,0,0,0,0,8652.0,8868.0,6466.0,6747.0,8880.0,7166.428571428572,7132.285714285715,7271.5,1099.7308545189378,1044.2556000528596,0,Monday,3,1,67,10,2021
2021-03-09,6174,26.30765306122449,0,0,0,0,6599.0,8652.0,6637.0,6372.0,8000.0,7185.428571428572,7121.714285714285,7195.466666666666,1086.6842315261686,1049.1934945523578,1,Tuesday,3,1,68,10,2021
2021-03-10,6553,26.697422680412373,0,0,0,0,6174.0,6599.0,6656.0,6451.0,6176.0,7119.285714285715,7107.571428571428,7134.6,1138.484769958989,1061.3410032947588,2,Wednesday,3,1,69,10,2021
2021-03-11,6400,26.377894736842105,0,0,0,0,6553.0,6174.0,6248.0,6568.0,6569.0,7104.571428571428,7114.857142857143,7147.166666666667,1146.1105032736968,1056.8276809644735,3,Thursday,3,1,70,10,2021
2021-03-12,6610,25.875,0,0,0,0,6400.0,6553.0,6638.0,6246.0,7124.0,7126.285714285715,7102.857142857143,7141.533333333334,1128.4813857991805,1064.441121480611,4,Friday,3,1,71,10,2021
2021-03-13,8534,26.80989583333333,0,1,0,0,6610.0,6400.0,8868.0,8630.0,6696.0,7122.285714285715,7128.857142857143,7124.4,1130.5483498853876,1046.1906619249194,5,Saturday,3,1,72,10,2021
2021-03-14,8407,26.641666666666666,0,1,0,0,8534.0,6610.0,8652.0,8673.0,7612.0,7074.571428571428,7122.0,7185.666666666667,1048.6753322077113,1035.8583211706423,6,Sunday,3,1,73,10,2021
2021-03-15,6595,26.897959183673468,0,0,0,0,8407.0,8534.0,6599.0,6466.0,8426.0,7039.571428571428,7103.0,7212.166666666667,989.6825849976449,1007.2659873294488,0,Monday,3,1,74,11,2021
2021-03-16,6485,26.88125,0,0,0,0,6595.0,8407.0,6174.0,6637.0,8600.0,7039.0,7112.214285714285,7151.133333333333,989.9804711878588,1001.5644822416137,1,Tuesday,3,1,75,11,2021
2021-03-17,6578,27.12319587628866,0,0,0,0,6485.0,6595.0,6553.0,6656.0,6488.0,7083.428571428572,7101.357142857143,7080.633333333333,950.8979715936688,1007.9158700501252,2,Wednesday,3,1,76,11,2021
2021-03-18,6522,27.058247422680413,0,0,0,0,6578.0,6485.0,6400.0,6248.0,6497.0,7087.0,7095.785714285715,7083.633333333333,948.617942060976,1010.7785406515901,3,Thursday,3,1,77,11,2021
2021-03-19,6253,26.99114583333333,0,0,0,0,6522.0,6578.0,6610.0,6638.0,6484.0,7104.428571428572,7115.357142857143,7084.466666666666,934.9140525814589,995.6396944170622,4,Friday,3,1,78,11,2021
2021-03-20,8626,26.98298969072165,0,1,0,0,6253.0,6522.0,8534.0,8868.0,6524.0,7053.428571428572,7087.857142857143,7076.766666666666,975.2478073363134,1014.9680447522137,5,Saturday,3,1,79,11,2021
2021-03-21,8600,27.02474226804124,0,1,0,0,8626.0,6253.0,8407.0,8652.0,6618.0,7066.571428571428,7070.571428571428,7146.833333333333,998.8601599060903,983.904053662341,6,Sunday,3,1,80,11,2021
2021-03-22,6838,26.72821782178218,0,0,0,0,8600.0,8626.0,6595.0,6599.0,8858.0,7094.142857142857,7066.857142857143,7212.9,1043.6844076909188,977.5525055458152,0,Monday,3,1,81,12,2021
2021-03-23,6616,26.83061224489796,0,0,0,0,6838.0,8600.0,6485.0,6174.0,8741.0,7128.857142857143,7083.928571428572,7145.566666666667,1028.2422588364786,970.8172975770082,1,Tuesday,3,1,82,12,2021
2021-03-24,6770,26.83564356435644,0,0,0,0,6616.0,6838.0,6578.0,6553.0,6747.0,7147.571428571428,7115.5,7074.733333333334,1015.6862798362592,945.8148094876469,2,Wednesday,3,1,83,12,2021
2021-03-25,6502,26.8546875,0,0,0,0,6770.0,6616.0,6522.0,6400.0,6372.0,7175.0,7131.0,7075.5,1000.2161433077024,937.6301550677152,3,Thursday,3,1,84,12,2021
2021-03-26,6530,26.882291666666664,0,0,0,0,6502.0,6770.0,6253.0,6610.0,6451.0,7172.142857142857,7138.285714285715,7079.833333333333,1002.418480238573,931.8918250668227,4,Friday,3,1,85,12,2021
2021-03-27,8738,26.855102040816327,0,1,0,0,6530.0,6502.0,8626.0,8534.0,6568.0,7211.714285714285,7132.571428571428,7082.466666666666,964.8505435706466,935.6182418622963,5,Saturday,3,1,86,12,2021
2021-03-28,8552,26.911340206185567,0,1,0,0,8738.0,6530.0,8600.0,8407.0,6246.0,7227.714285714285,7147.142857142857,7154.8,992.737916787997,960.383966253791,6,Sunday,3,1,87,12,2021
2021-03-29,9924,26.96185567010309,1,0,0,0,8552.0,8738.0,6838.0,6595.0,8630.0,7220.857142857143,7157.5,7231.666666666667,981.7846723478337,975.6759983960628,0,Monday,3,1,88,13,2021
2021-03-30,6490,27.07628865979381,0,0,0,0,9924.0,8552.0,6616.0,6485.0,8673.0,7661.714285714285,7395.285714285715,7274.8,1389.4437393294857,1206.4185667676702,1,Tuesday,3,1,89,13,2021
2021-03-31,6539,27.202604166666664,0,0,0,0,6490.0,9924.0,6770.0,6578.0,6466.0,7643.714285714285,7395.642857142857,7202.033333333334,1405.9665375683392,1206.1290661350574,2,Wednesday,3,1,90,13,2021
2021-04-01,6922,28.525,0,0,1,0,6539.0,6490.0,6502.0,6522.0,6637.0,7610.714285714285,7392.857142857143,7204.466666666666,1432.3550205036124,1208.206035482287,3,Thursday,4,2,91,13,2021
2021-04-02,10098,28.94516129032258,1,0,1,0,6922.0,6539.0,6530.0,6253.0,6656.0,7670.714285714285,7421.428571428572,7213.966666666666,1386.2254162876627,1190.629743796613,4,Friday,4,2,92,13,2021
2021-04-03,9795,29.253846153846155,0,1,1,0,10098.0,6922.0,8738.0,8626.0,6248.0,8180.428571428572,7696.071428571428,7328.7,1543.888581595495,1335.0769764200998,5,Saturday,4,2,93,13,2021
2021-04-04,9423,29.5780612244898,0,1,1,0,9795.0,10098.0,8552.0,8600.0,6638.0,8331.42857142857,7779.571428571428,7446.933333333333,1655.1887965972187,1430.8340609204524,6,Sunday,4,2,94,13,2021
2021-04-05,6612,29.78842105263158,0,0,1,0,9423.0,9795.0,9924.0,6838.0,8868.0,8455.857142857143,7838.357142857143,7539.766666666666,1706.4777983291997,1483.086522043854,0,Monday,4,2,95,14,2021
2021-04-06,6778,29.55684210526316,0,0,1,0,6612.0,9423.0,6490.0,6616.0,8652.0,7982.714285714285,7822.214285714285,7464.566666666667,1690.646593691864,1495.986485879491,1,Tuesday,4,2,96,14,2021
2021-04-07,6804,29.015104166666664,0,0,1,0,6778.0,6612.0,6539.0,6770.0,6599.0,8023.857142857143,7833.785714285715,7402.1,1651.3129552542346,1486.5354237064346,2,Wednesday,4,2,97,14,2021
2021-04-08,6310,29.43,0,0,1,0,6804.0,6778.0,6922.0,6502.0,6174.0,8061.714285714285,7836.214285714285,7408.933333333333,1614.2193897036534,1484.6904457765677,3,Thursday,4,2,98,14,2021
2021-04-09,7738,28.9953125,0,0,1,0,6310.0,6804.0,10098.0,6530.0,6553.0,7974.285714285715,7822.5,7413.466666666666,1700.5035248699828,1498.7826727047532,4,Friday,4,2,99,14,2021
2021-04-10,8694,29.320555555555558,0,1,1,0,7738.0,6310.0,9795.0,8738.0,6400.0,7637.142857142857,7908.785714285715,7452.966666666666,1420.110609374193,1452.7134917150706,5,Saturday,4,2,100,14,2021
2021-04-11,9986,28.756730769230767,1,1,1,0,8694.0,7738.0,9423.0,8552.0,6610.0,7479.857142857143,7905.642857142857,7529.433333333333,1182.350262340709,1450.8279125616987,6,Sunday,4,2,101,14,2021
2021-04-12,6940,28.69787234042553,0,0,1,0,9986.0,8694.0,6612.0,9924.0,8534.0,7560.285714285715,8008.071428571428,7641.966666666666,1344.580444387234,1547.3786003971484,0,Monday,4,2,102,15,2021
2021-04-13,7273,30.10721649484536,0,0,1,0,6940.0,9986.0,6778.0,6490.0,8407.0,7607.142857142857,7794.928571428572,7588.833333333333,1311.330040909029,1466.5743163149723,1,Tuesday,4,2,103,15,2021
2021-04-14,10860,29.832653061224487,1,0,1,0,7273.0,6940.0,6804.0,6539.0,6595.0,7677.857142857143,7850.857142857143,7551.033333333334,1271.9203890929948,1427.3887324084485,2,Wednesday,4,2,104,15,2021
2021-04-15,7174,29.566326530612244,0,0,1,0,10860.0,7273.0,6310.0,6922.0,6485.0,8257.285714285714,8159.5,7693.2,1669.2779591074407,1580.8232397661102,3,Thursday,4,2,105,15,2021
2021-04-16,7464,29.74356435643564,0,0,1,0,7174.0,10860.0,7738.0,10098.0,6578.0,8380.714285714286,8177.5,7716.166666666667,1527.1911814707096,1567.0230350277873,4,Friday,4,2,106,15,2021
2021-04-17,9413,29.984183673469385,0,1,1,0,7464.0,7174.0,8694.0,9795.0,6522.0,8341.57142857143,7989.357142857143,7745.7,1549.7545888669868,1474.0704819357486,5,Saturday,4,2,107,15,2021
2021-04-18,9304,29.745876288659797,0,1,1,0,9413.0,7464.0,9986.0,9423.0,6253.0,8444.285714285714,7962.071428571428,7842.066666666667,1600.0175743082434,1441.2462269900973,6,Sunday,4,2,108,15,2021
2021-04-19,7011,29.757291666666664,0,0,1,0,9304.0,9413.0,6940.0,6612.0,8626.0,8346.857142857143,7953.571428571428,7943.766666666666,1508.648228113656,1432.2904579881695,0,Monday,4,2,109,16,2021
2021-04-20,7490,29.72171717171717,0,0,1,0,7011.0,9304.0,7273.0,6778.0,8600.0,8357.0,7982.071428571428,7889.933333333333,1497.8130724492949,1407.2937184149278,1,Tuesday,4,2,110,16,2021
2021-04-21,6920,30.16082474226804,0,0,1,0,7490.0,7011.0,10860.0,6804.0,6838.0,8388.0,8032.928571428572,7852.933333333333,1473.6898135858387,1372.877912902771,2,Wednesday,4,2,111,16,2021
2021-04-22,6962,29.65103092783505,0,0,1,0,6920.0,7490.0,7174.0,6310.0,6616.0,7825.142857142857,8041.214285714285,7855.666666666667,1069.0457471613684,1365.2191246249677,3,Thursday,4,2,112,16,2021
2021-04-23,7044,29.624742268041235,0,0,1,0,6962.0,6920.0,7464.0,7738.0,6770.0,7794.857142857143,8087.785714285715,7867.2,1093.2947800984305,1311.6911678364786,4,Friday,4,2,113,16,2021
2021-04-24,9291,29.72244897959184,0,1,1,0,7044.0,6962.0,9413.0,8694.0,6502.0,7734.857142857143,8038.214285714285,7876.333333333333,1125.5280876950499,1338.7616079262011,5,Saturday,4,2,114,16,2021
2021-04-25,9271,29.495876288659797,0,1,1,0,9291.0,7044.0,9304.0,9986.0,6530.0,7717.428571428572,8080.857142857143,7969.3,1095.7624221126973,1370.391120876018,6,Sunday,4,2,115,16,2021
2021-04-26,7278,29.752551020408163,0,0,1,0,9271.0,9291.0,7011.0,6940.0,8738.0,7712.714285714285,8029.785714285715,8060.666666666667,1087.8412436695767,1305.7266870668936,0,Monday,4,2,116,17,2021
2021-04-27,7465,29.84489795918368,0,0,1,0,7278.0,9271.0,7490.0,7273.0,8552.0,7750.857142857143,8053.928571428572,8012.0,1063.5460229144494,1287.0173308429512,1,Tuesday,4,2,117,17,2021
2021-04-28,7059,29.84081632653061,0,0,1,0,7465.0,7278.0,6920.0,10860.0,9924.0,7747.285714285715,8067.642857142857,7975.766666666666,1064.6094298357675,1279.0540739842975,2,Wednesday,4,2,118,17,2021
2021-04-29,7055,29.90833333333333,0,0,1,0,7059.0,7465.0,6962.0,7174.0,6490.0,7767.142857142857,7796.142857142857,7880.266666666666,1047.770240172184,1017.382074598471,3,Thursday,4,2,119,17,2021
2021-04-30,6848,29.9484375,0,0,1,0,7055.0,7059.0,7044.0,7464.0,6539.0,7780.428571428572,7787.642857142857,7899.1,1036.387292013762,1023.4587366935166,4,Friday,4,2,120,17,2021
2021-05-01,10338,27.63564814814815,0,1,1,0,6848.0,7055.0,9291.0,9413.0,6922.0,7752.428571428572,7743.642857142857,7909.4,1061.9321788047257,1051.3054600493965,5,Saturday,5,2,121,17,2021
2021-05-02,9849,28.173113207547168,0,1,1,0,10338.0,6848.0,9271.0,9304.0,10098.0,7902.0,7809.714285714285,8023.266666666666,1349.5416505861042,1184.8719780615995,6,Sunday,5,2,122,17,2021
2021-05-03,6958,28.82113402061856,0,0,1,0,9849.0,10338.0,7278.0,7011.0,9795.0,7984.571428571428,7848.642857142857,8014.966666666666,1460.3936520841287,1245.1617508236786,0,Monday,5,2,123,18,2021
2021-05-04,7516,28.988000000000003,0,0,1,0,6958.0,9849.0,7465.0,7490.0,9423.0,7938.857142857143,7844.857142857143,7920.4,1490.8875911764137,1247.9817464852772,1,Tuesday,5,2,124,18,2021
2021-05-05,7440,28.83939393939394,0,0,1,0,7516.0,6958.0,7059.0,6920.0,6612.0,7946.142857142857,7846.714285714285,7856.833333333333,1488.3083717844931,1247.4322814098166,2,Wednesday,5,2,125,18,2021
2021-05-06,7516,28.389215686274508,0,0,1,0,7440.0,7516.0,7055.0,6962.0,6778.0,8000.571428571428,7883.857142857143,7884.433333333333,1457.0970977875677,1225.2609679412965,3,Thursday,5,2,126,18,2021
2021-05-07,7399,27.77009803921569,0,0,1,0,7516.0,7440.0,6848.0,7044.0,6804.0,8066.428571428572,7923.428571428572,7909.033333333334,1417.1059543006254,1201.9219681753143,4,Friday,5,2,127,18,2021
2021-05-08,9568,27.97878787878788,0,1,1,0,7399.0,7516.0,10338.0,9291.0,6310.0,8145.142857142857,7948.785714285715,7928.866666666667,1351.9527147267925,1185.5749127011659,5,Saturday,5,2,128,18,2021
2021-05-09,9044,28.050520833333334,0,1,1,0,9568.0,7399.0,9849.0,9271.0,7738.0,8035.142857142857,7968.571428571428,8037.466666666666,1161.741283386198,1211.7208814349524,6,Sunday,5,2,129,18,2021
2021-05-10,6968,28.2,0,0,1,0,9044.0,9568.0,6958.0,7278.0,8694.0,7920.142857142857,7952.357142857143,8081.0,977.4965351296528,1194.3464004114667,0,Monday,5,2,130,19,2021
2021-05-11,7122,28.022916666666664,0,0,1,0,6968.0,9044.0,7516.0,7465.0,9986.0,7921.571428571428,7930.214285714285,8023.466666666666,975.8619877050337,1210.573937536143,1,Tuesday,5,2,131,19,2021
2021-05-12,7613,27.833823529411767,0,0,1,0,7122.0,6968.0,7440.0,7059.0,6940.0,7865.285714285715,7905.714285714285,7928.0,1013.7791860633351,1224.108556559328,2,Wednesday,5,2,132,19,2021
2021-05-13,7310,28.746428571428574,0,0,1,0,7613.0,7122.0,7516.0,7055.0,7273.0,7890.0,7945.285714285715,7950.433333333333,1003.7424968586316,1203.4110768063517,3,Thursday,5,2,133,19,2021
