,is_weekend,is_holiday,is_summer,is_monsoon,lag_1,lag_2,lag_7,rolling_mean_3,rolling_mean_7,rolling_std_7,roll_mean_7,roll_mean_14,day_of_week,month,day
48,0,0,0,0,8600.5,8426.5,6569.0,8213.0,7450.142857142857,802.2185754874677,7450.142857142857,7281.178571428572,0,2,15
49,0,0,0,0,6488.5,8600.5,7123.5,7838.5,7438.642857142857,817.3887648219431,7438.642857142857,7292.964285714285,1,2,16
50,0,0,0,0,6497.0,6488.5,7123.5,7195.333333333333,7349.142857142857,888.8242099484441,7349.142857142857,7240.071428571428,2,2,17
51,0,0,0,0,6484.5,6497.0,6696.0,6490.0,7257.857142857143,946.7850739161853,7257.857142857143,7186.285714285715,3,2,18
52,0,0,0,0,6523.5,6484.5,7612.0,6501.666666666667,7233.214285714285,965.8983666835271,7233.214285714285,7228.607142857143,4,2,19
53,1,0,0,0,6618.0,6523.5,8426.5,6542.0,7091.214285714285,973.9626899571529,7091.214285714285,7067.035714285715,5,2,20
54,1,0,0,0,8857.5,6618.0,8600.5,7333.0,7152.785714285715,1080.2669368086324,7152.785714285715,7128.285714285715,6,2,21
55,0,0,0,0,8741.0,8857.5,6488.5,8072.166666666667,7172.857142857143,1112.4738092155146,7172.857142857143,7311.5,0,2,22
56,0,0,0,0,6747.0,8741.0,6497.0,8115.166666666667,7209.785714285715,1090.0345123413474,7209.785714285715,7324.214285714285,1,2,23
57,0,0,0,0,6372.0,6747.0,6484.5,7286.666666666667,7191.928571428572,1104.5844402825376,7191.928571428572,7270.535714285715,2,2,24
58,0,0,0,0,6451.0,6372.0,6523.5,6523.333333333333,7187.142857142857,1108.226838779172,7187.142857142857,7222.5,3,2,25
59,0,0,0,0,6568.5,6451.0,6618.0,6463.833333333333,7193.571428571428,1103.8574949003246,7193.571428571428,7213.392857142857,4,2,26
60,1,0,0,0,6246.0,6568.5,8857.5,6421.833333333333,7140.428571428572,1144.3956348429595,7140.428571428572,7115.821428571428,5,2,27
61,1,0,0,0,8629.5,6246.0,8741.0,7148.0,7107.857142857143,1089.29804286544,7107.857142857143,7130.321428571428,6,2,28
62,0,0,0,0,8673.0,8629.5,6747.0,7849.5,7098.142857142857,1072.4797866893086,7098.142857142857,7135.5,0,3,1
63,0,0,0,0,6466.0,8673.0,6372.0,7922.833333333333,7058.0,1092.8785004137783,7058.0,7133.892857142857,1,3,2
64,0,0,0,0,6637.0,6466.0,6451.0,7258.666666666667,7095.857142857143,1069.4946904296182,7095.857142857143,7143.892857142857,2,3,3
65,0,0,0,0,6656.0,6637.0,6568.5,6586.333333333333,7125.142857142857,1051.5499161668351,7125.142857142857,7156.142857142857,3,3,4
66,0,0,0,0,6248.0,6656.0,6246.0,6513.666666666667,7079.357142857143,1086.2318166596906,7079.357142857143,7136.464285714285,4,3,5
67,1,0,0,0,6638.5,6248.0,8629.5,6514.166666666667,7135.428571428572,1045.4074336740457,7135.428571428572,7137.928571428572,5,3,6
68,1,0,0,0,8868.0,6638.5,8673.0,7251.5,7169.5,1104.437149260504,7169.5,7138.678571428572,6,3,7
69,0,0,0,0,8652.5,8868.0,6466.0,8053.0,7166.571428571428,1099.8034077571717,7166.571428571428,7132.357142857143,0,3,8
70,0,0,0,0,6599.0,8652.5,6637.0,8039.833333333333,7185.571428571428,1086.7547419025236,7185.571428571428,7121.785714285715,1,3,9
71,0,0,0,0,6174.0,6599.0,6656.0,7141.833333333333,7119.428571428572,1138.5617546042995,7119.428571428572,7107.642857142857,2,3,10
72,0,0,0,0,6553.0,6174.0,6248.0,6442.0,7104.714285714285,1146.1891153275012,7104.714285714285,7114.928571428572,3,3,11
73,0,0,0,0,6400.5,6553.0,6638.5,6375.833333333333,7126.5,1128.5043937294479,7126.5,7102.928571428572,4,3,12
74,1,0,0,0,6610.5,6400.5,8868.0,6521.333333333333,7122.5,1130.5701364061122,7122.5,7128.964285714285,5,3,13
75,1,0,0,0,8534.5,6610.5,8652.5,7181.833333333333,7074.857142857143,1048.8261579136038,7074.857142857143,7122.178571428572,6,3,14
76,0,0,0,0,8407.0,8534.5,6599.0,7850.666666666667,7039.785714285715,989.7184303773339,7039.785714285715,7103.178571428572,0,3,15
77,0,0,0,0,6595.0,8407.0,6174.0,7845.5,7039.214285714285,990.0164500797821,7039.214285714285,7112.392857142857,1,3,16
78,0,0,0,0,6485.0,6595.0,6553.0,7162.333333333333,7083.642857142857,950.9237488834098,7083.642857142857,7101.535714285715,2,3,17
79,0,0,0,0,6578.0,6485.0,6400.5,6552.666666666667,7087.214285714285,948.642840111725,7087.214285714285,7095.964285714285,3,3,18
80,0,0,0,0,6522.0,6578.0,6610.5,6528.333333333333,7104.571428571428,934.9974344247978,7104.571428571428,7115.535714285715,4,3,19
81,1,0,0,0,6253.0,6522.0,8534.5,6451.0,7053.5,975.3743298515373,7053.5,7088.0,5,3,20
82,1,0,0,0,8626.0,6253.0,8407.0,7133.666666666667,7066.571428571428,998.8601599060906,7066.571428571428,7070.714285714285,6,3,21
83,0,0,0,0,8599.5,8626.0,6595.0,7826.166666666667,7094.071428571428,1043.5641822048867,7094.071428571428,7066.928571428572,0,3,22
84,0,0,0,0,6837.5,8599.5,6485.0,8021.0,7128.714285714285,1028.1466277215713,7128.714285714285,7083.964285714285,1,3,23
85,0,0,0,0,6616.0,6837.5,6578.0,7351.0,7147.428571428572,1015.5925375764405,7147.428571428572,7115.535714285715,2,3,24
86,0,0,0,0,6770.0,6616.0,6522.0,6741.166666666667,7174.857142857143,1000.1255218840337,7174.857142857143,7131.035714285715,3,3,25
87,0,0,0,0,6501.5,6770.0,6253.0,6629.166666666667,7171.928571428572,1002.3833027910466,7171.928571428572,7138.25,4,3,26
88,1,0,0,0,6530.0,6501.5,8626.0,6600.5,7211.5,964.8242499716383,7211.5,7132.5,5,3,27
89,1,0,0,0,8738.5,6530.0,8599.5,7256.666666666667,7227.571428571428,992.8431996280278,7227.571428571428,7147.071428571428,6,3,28
90,0,1,0,0,8552.5,8738.5,6837.5,7940.333333333333,7220.857142857143,982.1199737593894,7220.857142857143,7157.464285714285,0,3,29
91,0,0,0,0,9924.5,8552.5,6616.0,9071.833333333334,7661.857142857143,1389.7669383235238,7661.857142857143,7395.285714285715,0,3,29
92,0,0,0,0,9924.5,9924.5,6770.0,9467.166666666666,8134.5,1530.2891611282696,8134.5,7640.964285714285,1,3,30
93,0,0,0,0,6490.0,9924.5,6501.5,8779.666666666666,8094.5,1574.9089656230915,8094.5,7634.678571428572,2,3,31
94,0,0,1,0,6539.0,6490.0,6530.0,7651.166666666667,8099.857142857143,1568.6384678622217,8099.857142857143,7635.892857142857,3,4,1
95,0,1,1,0,6921.5,6539.0,8738.5,6650.166666666667,8155.785714285715,1509.190617989844,8155.785714285715,7683.642857142857,4,4,2
96,0,0,1,0,10098.0,6921.5,8552.5,7852.833333333333,8350.0,1675.0395020217668,8350.0,7788.785714285715,4,4,2
97,1,0,1,0,10098.0,10098.0,9924.5,9039.166666666666,8570.785714285714,1803.1369622859766,8570.785714285714,7895.821428571428,5,4,3
98,1,0,1,0,9795.0,10098.0,9924.5,9997.0,8552.285714285714,1787.5299497990422,8552.285714285714,8107.071428571428,6,4,4
99,0,0,1,0,9423.0,9795.0,6490.0,9772.0,8480.642857142857,1732.5714202278853,8480.642857142857,8307.57142857143,0,4,5
100,0,0,1,0,6612.5,9423.0,6539.0,8610.166666666666,8498.142857142857,1709.5797415906454,8498.142857142857,8296.32142857143,1,4,6
101,0,0,1,0,6778.0,6612.5,6921.5,7604.5,8532.285714285714,1665.7564812306448,8532.285714285714,8316.07142857143,2,4,7
102,0,0,1,0,6804.5,6778.0,10098.0,6731.666666666667,8515.57142857143,1685.08779268251,8515.57142857143,8335.67857142857,3,4,8
103,0,0,1,0,6309.5,6804.5,10098.0,6630.666666666667,7974.357142857143,1700.4610089199748,7974.357142857143,8162.178571428572,4,4,9
104,1,0,1,0,7738.0,6309.5,9795.0,6950.666666666667,7637.214285714285,1420.079483020311,7637.214285714285,8104.0,5,4,10
106,1,1,1,0,8694.0,7738.0,9423.0,7580.5,7479.928571428572,1182.3239625335134,7479.928571428572,8016.107142857143,6,4,11
105,1,0,1,0,9985.5,8694.0,6612.5,8805.833333333334,7560.285714285715,1344.4020001826962,7560.285714285715,8020.464285714285,6,4,11
107,0,0,1,0,9985.5,9985.5,6778.0,9555.0,8042.142857142857,1538.5362555116487,8042.142857142857,8270.142857142857,0,4,12
108,0,0,1,0,6940.5,9985.5,6804.5,8970.5,8065.357142857143,1517.3634126966658,8065.357142857143,8298.82142857143,1,4,13
109,0,1,1,0,7273.0,6940.5,6309.5,8066.333333333333,8132.285714285715,1461.794754663561,8132.285714285715,8323.92857142857,2,4,14
110,0,0,1,0,10859.5,7273.0,7738.0,8357.666666666666,8782.285714285714,1526.3635122173769,8782.285714285714,8378.32142857143,2,4,14
111,0,0,1,0,10859.5,10859.5,8694.0,9664.0,9228.214285714286,1623.3213857485414,9228.214285714286,8432.714285714286,3,4,15
112,0,0,1,0,7174.0,10859.5,9985.5,9631.0,9011.07142857143,1798.860204605761,9011.07142857143,8245.5,4,4,16
113,1,0,1,0,7464.5,7174.0,9985.5,8499.333333333334,8650.92857142857,1823.4509505461383,8650.92857142857,8105.607142857143,5,4,17
114,1,0,1,0,9413.0,7464.5,6940.5,8017.166666666667,8569.142857142857,1765.5353228385077,8569.142857142857,8305.642857142857,6,4,18
115,0,0,1,0,9303.5,9413.0,7273.0,8727.0,8906.714285714286,1622.334297063514,8906.714285714286,8486.035714285714,0,4,19
116,0,0,1,0,7011.0,9303.5,10859.5,8575.833333333334,8869.285714285714,1668.6679032775114,8869.285714285714,8500.785714285714,1,4,20
117,0,0,1,0,7489.5,7011.0,10859.5,7934.666666666667,8387.857142857143,1473.4967965773833,8387.857142857143,8585.07142857143,2,4,21
118,0,0,1,0,6919.5,7489.5,7174.0,7140.0,7825.0,1068.9990645458993,7825.0,8526.607142857143,3,4,22
119,0,0,1,0,6962.0,6919.5,7464.5,7123.666666666667,7794.714285714285,1093.24451584656,7794.714285714285,8402.892857142857,4,4,23
120,1,0,1,0,7044.0,6962.0,9413.0,6975.166666666667,7734.642857142857,1125.4904010506496,7734.642857142857,8192.785714285714,5,4,24
121,1,0,1,0,9291.0,7044.0,9303.5,7765.666666666667,7717.214285714285,1095.7197351947473,7717.214285714285,8143.178571428572,6,4,25
122,0,0,1,0,9271.0,9291.0,7011.0,8535.333333333334,7712.571428571428,1087.9190544556282,7712.571428571428,8309.642857142857,0,4,26
123,0,0,1,0,7277.5,9271.0,7489.5,8613.166666666666,7750.642857142857,1063.66864022142,7750.642857142857,8309.964285714286,1,4,27
124,0,0,1,0,7465.0,7277.5,6919.5,8004.5,7747.142857142857,1064.7109433349276,7747.142857142857,8067.5,2,4,28
125,0,0,1,0,7059.0,7465.0,6962.0,7267.166666666667,7767.071428571428,1047.8091599686911,7767.071428571428,7796.035714285715,3,4,29
126,0,0,1,0,7055.0,7059.0,7044.0,7193.0,7780.357142857143,1036.4277074920137,7780.357142857143,7787.535714285715,4,4,30
127,1,0,1,0,6848.0,7055.0,9291.0,6987.333333333333,7752.357142857143,1061.9694249477327,7752.357142857143,7743.5,5,5,1
128,1,0,1,0,10337.5,6848.0,9271.0,8080.166666666667,7901.857142857143,1349.4297781620514,7901.857142857143,7809.535714285715,6,5,2
129,0,0,1,0,9849.0,10337.5,7277.5,9011.5,7984.428571428572,1460.2996960832932,7984.428571428572,7848.5,0,5,3
130,0,0,1,0,6958.0,9849.0,7465.0,9048.166666666666,7938.785714285715,1490.7534967576782,7938.785714285715,7844.714285714285,1,5,4
131,0,0,1,0,7516.5,6958.0,7059.0,8107.833333333333,7946.142857142857,1488.1503820258947,7946.142857142857,7846.642857142857,2,5,5
132,0,0,1,0,7440.5,7516.5,7055.0,7305.0,8000.642857142857,1456.9036720126062,8000.642857142857,7883.857142857143,3,5,6
133,0,0,1,0,7515.5,7440.5,6848.0,7490.833333333333,8066.428571428572,1416.935585120565,8066.428571428572,7923.392857142857,4,5,7
134,1,0,1,0,7399.0,7515.5,10337.5,7451.666666666667,8145.142857142857,1351.774134063755,8145.142857142857,7948.75,5,5,8
135,1,0,1,0,9567.5,7399.0,9849.0,8160.666666666667,8035.142857142857,1161.5887006698265,8035.142857142857,7968.5,6,5,9
136,0,0,1,0,9043.5,9567.5,6958.0,8670.0,7920.071428571428,977.219372700398,7920.071428571428,7952.25,0,5,10
137,0,0,1,0,6968.5,9043.5,7516.5,8526.5,7921.571428571428,975.5030509337014,7921.571428571428,7930.178571428572,1,5,11
138,0,0,1,0,7121.5,6968.5,7440.5,7711.166666666667,7865.142857142857,1013.5235038503797,7865.142857142857,7905.642857142857,2,5,12
139,0,0,1,0,7613.0,7121.5,7515.5,7234.333333333333,7889.785714285715,1003.5256954500861,7889.785714285715,7945.214285714285,3,5,13
140,0,0,1,0,7309.5,7613.0,7399.0,7348.0,7860.357142857143,1019.2286590965823,7860.357142857143,7963.392857142857,4,5,14
141,1,0,1,0,7309.5,7309.5,9567.5,7410.666666666667,7847.571428571428,1026.5160507176497,7847.571428571428,7996.357142857143,5,5,15
142,1,0,1,0,9420.0,7309.5,9043.5,8013.0,7826.5,986.0426376852785,7826.5,7930.821428571428,6,5,16
143,0,0,1,0,9395.5,9420.0,6968.5,8708.333333333334,7876.785714285715,1064.3191821199969,7876.785714285715,7898.428571428572,0,5,17
144,0,0,1,0,7242.0,9395.5,7121.5,8685.833333333334,7915.857142857143,1029.8815350274438,7915.857142857143,7918.714285714285,1,5,18
145,0,0,1,0,7616.5,7242.0,7613.0,8084.666666666667,7986.571428571428,982.1357436971867,7986.571428571428,7925.857142857143,2,5,19
146,0,0,1,0,7463.5,7616.5,7309.5,7440.666666666667,7965.214285714285,993.1766315356894,7965.214285714285,7927.5,3,5,20
147,0,0,1,0,7236.5,7463.5,7309.5,7438.833333333333,7954.785714285715,1001.557198281046,7954.785714285715,7907.571428571428,4,5,21
148,1,0,1,0,7331.5,7236.5,9420.0,7343.833333333333,7957.928571428572,999.2266354774706,7957.928571428572,7902.75,5,5,22
149,1,0,1,0,9745.5,7331.5,9395.5,8104.5,8004.428571428572,1082.693109356306,8004.428571428572,7915.464285714285,6,5,23
150,0,0,1,0,9291.0,9745.5,7242.0,8789.333333333334,7989.5,1060.8151346959596,7989.5,7933.142857142857,0,5,24
151,0,0,1,0,7393.0,9291.0,7616.5,8809.833333333334,8011.071428571428,1044.491201038872,8011.071428571428,7963.464285714285,1,5,25
152,0,0,1,0,7233.0,7393.0,7463.5,7972.333333333333,7956.285714285715,1078.1519240944565,7956.285714285715,7971.428571428572,2,5,26
153,0,0,1,0,7097.5,7233.0,7236.5,7241.166666666667,7904.0,1114.3015749786985,7904.0,7934.607142857143,3,5,27
154,0,0,1,0,7400.0,7097.5,7331.5,7243.5,7927.357142857143,1099.5945356617367,7927.357142857143,7941.071428571428,4,5,28
155,1,0,1,0,7189.5,7400.0,9745.5,7229.0,7907.071428571428,1113.6393577130914,7907.071428571428,7932.5,5,5,29
156,1,0,1,0,9418.5,7189.5,9291.0,8002.666666666667,7860.357142857143,1027.1706168843054,7860.357142857143,7932.392857142857,6,5,30
157,0,0,1,0,9794.5,9418.5,7393.0,8800.833333333334,7932.285714285715,1153.8652743837035,7932.285714285715,7960.892857142857,0,5,31
158,0,0,1,0,7336.5,9794.5,7233.0,8849.833333333334,7924.214285714285,1158.4548565921386,7924.214285714285,7967.642857142857,1,6,1
159,0,0,1,0,7500.5,7336.5,7097.5,8210.5,7962.428571428572,1136.0487235946175,7962.428571428572,7959.357142857143,2,6,2
160,0,0,1,0,7242.5,7500.5,7400.0,7359.833333333333,7983.142857142857,1118.8410936576963,7983.142857142857,7943.571428571428,3,6,3
161,0,0,1,0,7567.0,7242.5,7189.5,7436.666666666667,8007.0,1106.0415528661995,8007.0,7967.178571428572,4,6,4
162,1,0,1,0,7638.0,7567.0,9418.5,7482.5,8071.071428571428,1062.9429440854099,8071.071428571428,7989.071428571428,5,6,5
163,1,0,1,0,9588.5,7638.0,9794.5,8264.5,8095.357142857143,1100.1502440684255,8095.357142857143,7977.857142857143,6,6,6
164,0,0,1,0,9459.5,9588.5,7336.5,8895.333333333334,8047.5,1018.1478690904089,8047.5,7989.892857142857,0,6,7
165,0,0,1,0,6582.5,9459.5,7500.5,8543.5,7939.785714285715,1138.6569521861766,7939.785714285715,7932.0,1,6,8
166,0,0,1,0,7104.5,6582.5,7242.5,7715.5,7883.214285714285,1173.42560682896,7883.214285714285,7922.821428571428,2,6,9
167,0,0,1,0,7416.5,7104.5,7567.0,7034.5,7908.071428571428,1159.3495456710316,7908.071428571428,7945.607142857143,3,6,10
168,0,0,1,0,7074.0,7416.5,7638.0,7198.333333333333,7837.642857142857,1197.857278445065,7837.642857142857,7922.321428571428,4,6,11
169,1,0,1,0,7617.5,7074.0,9588.5,7369.333333333333,7834.714285714285,1198.4516349976666,7834.714285714285,7952.892857142857,5,6,12
170,1,0,1,0,8909.0,7617.5,9459.5,7866.833333333333,7737.642857142857,1051.196410218924,7737.642857142857,7916.5,6,6,13
171,0,0,1,0,9222.5,8909.0,6582.5,8583.0,7703.785714285715,988.4388303929491,7703.785714285715,7875.642857142857,0,6,14
172,0,0,1,0,7670.0,9222.5,7104.5,8600.5,7859.142857142857,859.939615820292,7859.142857142857,7899.464285714285,1,6,15
173,0,0,1,0,7138.0,7670.0,7416.5,8010.166666666667,7863.928571428572,855.1196518895047,7863.928571428572,7873.571428571428,2,6,16
174,0,0,1,0,7121.0,7138.0,7074.0,7309.666666666667,7821.714285714285,887.5672677391352,7821.714285714285,7864.892857142857,3,6,17
175,0,0,1,0,7311.0,7121.0,7617.5,7190.0,7855.571428571428,858.3299884354664,7855.571428571428,7846.607142857143,4,6,18
176,1,0,1,0,7155.0,7311.0,8909.0,7195.666666666667,7789.5,896.6554986912994,7789.5,7812.107142857143,5,6,19
177,1,0,1,0,9361.0,7155.0,9222.5,7942.333333333333,7854.071428571428,1000.9239243723576,7854.071428571428,7795.857142857143,6,6,20
178,0,0,1,0,9390.5,9361.0,7670.0,8635.5,7878.071428571428,1040.4387066910576,7878.071428571428,7790.928571428572,0,6,21
179,0,0,1,0,7041.0,9390.5,7138.0,8597.5,7788.214285714285,1087.5010290088223,7788.214285714285,7823.678571428572,1,6,22
180,0,0,1,0,7103.5,7041.0,7121.0,7845.0,7783.285714285715,1091.0114518625585,7783.285714285715,7823.607142857143,2,6,23
181,0,0,1,0,7371.0,7103.5,7311.0,7171.833333333333,7819.0,1069.5999641610608,7819.0,7820.357142857143,3,6,24
182,0,0,1,0,7000.0,7371.0,7155.0,7158.166666666667,7774.571428571428,1100.2381722673938,7774.571428571428,7815.071428571428,4,6,25
183,1,0,1,0,7320.0,7000.0,9361.0,7230.333333333333,7798.142857142857,1086.433105560187,7798.142857142857,7793.821428571428,5,6,26
184,1,0,1,0,9594.0,7320.0,9390.5,7971.333333333333,7831.428571428572,1144.3226682398756,7831.428571428572,7842.75,6,6,27
185,0,0,1,0,9569.0,9594.0,7041.0,8827.666666666666,7856.928571428572,1186.0821510534706,7856.928571428572,7867.5,0,6,28
186,0,0,1,0,7230.0,9569.0,7103.5,8797.666666666666,7883.928571428572,1166.4006040154593,7883.928571428572,7836.071428571428,1,6,29
187,0,0,1,0,7219.0,7230.0,7371.0,8006.0,7900.428571428572,1154.2744990025674,7900.428571428572,7841.857142857143,2,6,30
188,0,0,0,1,7580.5,7219.0,7000.0,7343.166666666667,7930.357142857143,1140.8978450576333,7930.357142857143,7874.678571428572,3,7,1
189,0,0,0,1,6571.0,7580.5,7320.0,7123.5,7869.071428571428,1208.7102778227274,7869.071428571428,7821.821428571428,4,7,2
190,1,0,0,1,6668.5,6571.0,9594.0,6940.0,7776.0,1280.9592434317897,7776.0,7787.071428571428,5,7,3
191,1,0,0,1,7874.0,6668.5,9569.0,7037.833333333333,7530.285714285715,1010.5271667609522,7530.285714285715,7680.857142857143,6,7,4
192,0,0,0,1,8277.5,7874.0,7230.0,7606.666666666667,7345.785714285715,617.8838117008078,7345.785714285715,7601.357142857143,0,7,5
193,0,0,0,1,6328.0,8277.5,7219.0,7493.166666666667,7216.928571428572,729.9468832599866,7216.928571428572,7550.428571428572,1,7,6
194,0,0,0,1,6869.0,6328.0,7580.5,7158.166666666667,7166.928571428572,741.6743124271613,7166.928571428572,7533.678571428572,2,7,7
195,0,0,0,1,6051.0,6869.0,6571.0,6416.0,6948.428571428572,820.6241744637464,6948.428571428572,7439.392857142857,3,7,8
196,0,0,0,1,6740.5,6051.0,6668.5,6553.5,6972.642857142857,810.0639745459381,6972.642857142857,7420.857142857143,4,7,9
197,1,0,0,1,6295.0,6740.5,7874.0,6362.166666666667,6919.285714285715,844.9842137156122,6919.285714285715,7347.642857142857,5,7,10
198,1,0,0,1,8510.0,6295.0,8277.5,7181.833333333333,7010.142857142857,987.007037896469,7010.142857142857,7270.214285714285,6,7,11
199,0,0,0,1,7950.5,8510.0,6328.0,7585.166666666667,6963.428571428572,922.6681612119847,6963.428571428572,7154.607142857143,0,7,12
200,0,0,0,1,5749.5,7950.5,6869.0,7403.333333333333,6880.785714285715,1010.7706159635123,6880.785714285715,7048.857142857143,1,7,13
201,0,0,0,1,6208.0,5749.5,6051.0,6636.0,6786.357142857143,1042.4352783380991,6786.357142857143,6976.642857142857,2,7,14
202,0,0,0,1,6002.0,6208.0,6740.5,5986.5,6779.357142857143,1048.3440002485654,6779.357142857143,6863.892857142857,3,7,15
203,0,0,0,1,6152.0,6002.0,6295.0,6120.666666666667,6695.285714285715,1075.2319074329623,6695.285714285715,6833.964285714285,4,7,16
204,1,0,0,1,6160.0,6152.0,8510.0,6104.666666666667,6676.0,1084.7765130815449,6676.0,6797.642857142857,5,7,17
205,1,0,0,1,8354.5,6160.0,7950.5,6888.833333333333,6653.785714285715,1041.6967271853134,6653.785714285715,6831.964285714285,6,7,18
206,0,0,0,1,8462.0,8354.5,5749.5,7658.833333333333,6726.857142857143,1159.1367015400574,6726.857142857143,6845.142857142857,0,7,19
207,0,0,0,1,6141.0,8462.0,6208.0,7652.5,6782.785714285715,1112.6314850068698,6782.785714285715,6831.785714285715,1,7,20
208,0,0,0,1,6210.0,6141.0,6002.0,6937.666666666667,6783.071428571428,1112.4595284238312,6783.071428571428,6784.714285714285,2,7,21
209,0,0,0,1,6180.5,6210.0,6152.0,6177.166666666667,6808.571428571428,1093.4551670649205,6808.571428571428,6793.964285714285,3,7,22
210,0,0,0,1,6430.0,6180.5,6160.0,6273.5,6848.285714285715,1070.4403243970485,6848.285714285715,6771.785714285715,4,7,23
211,1,0,0,1,6489.5,6430.0,8354.5,6366.666666666667,6895.357142857143,1041.996069821681,6895.357142857143,6785.678571428572,5,7,24
212,1,0,0,1,7874.5,6489.5,8462.0,6931.333333333333,6826.785714285715,940.8545254688732,6826.785714285715,6740.285714285715,6,7,25
213,0,0,0,1,8080.0,7874.5,6141.0,7481.333333333333,6772.214285714285,835.3659306527044,6772.214285714285,6749.535714285715,0,7,26
214,0,0,0,1,6226.0,8080.0,6210.0,7393.5,6784.357142857143,825.2175326485115,6784.357142857143,6783.571428571428,1,7,27
215,0,0,0,1,6501.0,6226.0,6180.5,6935.666666666667,6825.928571428572,798.3536929504614,6825.928571428572,6804.5,2,7,28
216,0,0,0,1,6272.0,6501.0,6430.0,6333.0,6839.0,786.6886826015447,6839.0,6823.785714285715,3,7,29
217,0,0,0,1,6358.5,6272.0,6489.5,6377.166666666667,6828.785714285715,793.3203880496571,6828.785714285715,6838.535714285715,4,7,30
218,1,0,0,1,6175.5,6358.5,7874.5,6268.666666666667,6783.928571428572,823.9868237504204,6783.928571428572,6839.642857142857,5,7,31
219,1,0,0,1,8022.5,6175.5,8080.0,6852.166666666667,6805.071428571428,857.8373694243992,6805.071428571428,6815.928571428572,6,8,1
